V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.7 0.557 0.9 0.9 0.5 0.1 0.5 0.367 0.3 0.9 0.42 0 0 0.1 0.1 0.5 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.329 0.1 0.367 0.1 0.5 0.9 0.633 0.5 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.42 0.5 0.633 0.1 0.633 0.5 0.1 0.5 0.367 0.1 0.42 0.9 0.9 0.9 0.9 0.9 0.1 0.5 0.367 0.5 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.214 0.9 0.633 0.5 0.1 0.5 0.367 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.7 0.329 0.1 0.367 0.1 0.1 0.5 0.1 0.3 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.5 0.557 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.6 0.214 0.1 0.633 0.1 0.1 0.5 0.1 0.5 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.4 0.329 0.5 0.367 0.5 0.1 0.5 0.367 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.329 0.1 0.367 0.1 0.5 0.9 0.633 0.5 0.9 0.42 0 0 0.1 0.1 0.5 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.4 0.329 0.5 0.367 0.5 0.1 0.9 0.367 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.329 0.5 0.633 0.5 0.1 0.5 0.367 0.5 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.786 0.1 0.9 0.5 0.1 0.5 0.367 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.3 0.329 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.214 0.9 0.633 0.5 0.1 0.5 0.367 0.3 0.3 0.26 0 0 0.1 0.1 0.1 0.5 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.671 0.1 0.633 0.5 0.1 0.5 0.367 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.6 0.443 0.1 0.367 0.1 0.1 0.5 0.1 0.5 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.7 0.557 0.9 0.9 0.5 0.1 0.5 0.367 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.42 0.5 0.233 0.5 0.367 0.5 0.1 0.5 0.367 0.5 0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.633 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.6 0.214 0.1 0.633 0.5 0.1 0.1 0.367 0.5 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.3 0.329 0.1 0.367 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.9 0.1 0.1 0.9 0.1 0.9 0.9 0.633 0.9 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.443 0.5 0.367 0.5 0.1 0.5 0.367 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.329 0.1 0.367 0.9 0.1 0.5 0.367 0.5 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.3 0.329 0.1 0.367 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.26 0.633 0.367 0.1 0.367 0.1 0.1 0.5 0.1 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.42 0.5 0.5 0.1 0.633 0.5 0.1 0.5 0.367 0.1 0.42 0.9 0.9 0.9 0.9 0.9 0.1 0.5 0.367 0.5 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.42 0.633 0.233 0.9 0.633 0.5 0.1 0.5 0.367 0.5 0.74 0.633 0.1 0.1 0.1 0.1 0.5 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 4
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.4 0.329 0.5 0.367 0.5 0.1 0.5 0.367 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.7 0.214 0.5 0.367 0.5 0.1 0.5 0.367 0.9 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 4
0.42 0.5 0.633 0.1 0.633 0.5 0.1 0.5 0.367 0.1 0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.633 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.443 0.5 0.367 0.5 0.1 0.5 0.367 0.3 0.9 0.42 0 0 0.1 0.1 0.5 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.557 0.1 0.367 0.5 0.1 0.5 0.367 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.4 0.329 0.5 0.367 0.5 0.1 0.5 0.367 0.3 0.3 0.26 0 0 0.1 0.1 0.1 0.5 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.5 0.557 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.3 0.329 0.1 0.367 0.1 0.1 0.5 0.1 0.1 0.9 0.42 0 0 0.1 0.1 0.5 0.9 0.633 0.9 0.7 0.3 0.1 0.1 0.1 0.9 0.1 0.5 0.9 0.1 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.329 0.1 0.367 0.9 0.1 0.5 0.367 0.5 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.7 0.4 0.329 0.5 0.367 0.1 0.5 0.5 0.1 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.5 0.557 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.9 0.42 0 0 0.1 0.1 0.5 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.557 0.1 0.367 0.5 0.1 0.5 0.367 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.5 0.557 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.6 0.329 0.1 0.9 0.5 0.1 0.1 0.367 0.5 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.26 0.633 0.633 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.74 0.633 0.1 0.1 0.1 0.1 0.5 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.42 0.633 0.233 0.9 0.633 0.5 0.1 0.5 0.367 0.5 0.9 0.633 0.1 0.1 0.1 0.1 0.9 0.1 0.9 0.5 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.3 0.329 0.1 0.367 0.1 0.1 0.5 0.1 0.1 0.7 0.74 0 0 0.5 0.1 0.5 0.5 0.1 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.5 0.557 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.3 0.329 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.7 0.26 0 0 0.1 0.9 0.1 0.5 0.9 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.9 0.633 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.4 0.329 0.5 0.633 0.5 0.1 0.5 0.367 0.3 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.4 0.329 0.5 0.633 0.5 0.1 0.5 0.367 0.3 0.9 0.42 0 0 0.1 0.1 0.5 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.42 0.233 0.1 0.1 0.367 0.5 0.1 0.9 0.367 0.1 0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.9 0.9 0.9 0.9 0.9 0.1 0.5 0.367 0.5 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.42 0.633 0.233 0.9 0.633 0.5 0.1 0.5 0.367 0.5 0.58 0.367 0.1 0.1 0.1 0.9 0.1 0.5 0.9 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.42 0.5 0.5 0.1 0.633 0.5 0.1 0.5 0.367 0.1 0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.633 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.5 0.329 0.1 0.633 0.9 0.1 0.5 0.367 0.5 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.26 0.633 0.633 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.633 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.9 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.42 0.633 0.233 0.9 0.633 0.5 0.1 0.5 0.367 0.5 0.74 0.367 0.1 0.1 0.9 0.1 0.9 0.9 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.26 0.367 0.367 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.26 0.367 0.367 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.26 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.5 0.9 0.9 0.9 0.9 0.9 0.1 0.5 0.367 0.5 0.3 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.4 0.443 0.1 0.367 0.1 0.1 0.5 0.1 0.3 0.1 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.3 0.329 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.9 0.42 0 0 0.1 0.1 0.5 0.9 0.633 0.9 0.7 0.3 0.1 0.1 0.1 0.9 0.1 0.5 0.9 0.1 5
0.58 0.233 0.1 0.1 0.1 0.5 0.1 0.5 0.9 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 0.3 0.329 0.1 0.1 0.1 0.1 0.5 0.1 0.1 0.3 0.1 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.9 0.5 0.1 0.1 0.1 0.1 0.9 0.9 0.633 0.633 5
