V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14
0.01501 80 2.01 0 0.435 6.635 29.7 8.344 4 280 17 390.94 5.99 3
0.02899 40 1.25 0 0.429 6.939 34.5 8.7921 1 335 19.7 389.85 5.89 3
0.0795 60 1.69 0 0.411 6.579 35.9 10.7103 4 411 18.3 370.78 5.49 3
0.01709 90 2.02 0 0.41 6.728 36.1 12.1265 5 187 17 384.46 4.5 3
4.55587 0 18.1 0 0.718 3.561 87.9 1.6132 24 666 20.2 354.7 7.12 3
13.5222 0 18.1 0 0.631 3.863 100 1.5106 24 666 20.2 131.42 13.33 3
14.4383 0 18.1 0 0.597 6.852 100 1.4655 24 666 20.2 179.36 19.78 3
3.56868 0 18.1 0 0.58 6.437 75 2.8965 24 666 20.2 393.37 14.36 3
5.70818 0 18.1 0 0.532 6.75 74.9 3.3317 24 666 20.2 393.07 7.74 3
5.73116 0 18.1 0 0.532 7.061 77 3.4106 24 666 20.2 395.28 7.01 3
0.27957 0 9.69 0 0.585 5.926 42.6 2.3817 6 391 19.2 396.9 13.59 3
0.06076 0 11.93 0 0.573 6.976 91 2.1675 1 273 21 396.9 5.64 3
0.03237 0 2.18 0 0.458 6.998 45.8 6.0622 3 222 18.7 394.63 2.94 4
0.06905 0 2.18 0 0.458 7.147 54.2 6.0622 3 222 18.7 396.9 5.33 4
0.03359 75 2.95 0 0.428 7.024 15.8 5.4011 3 252 18.3 395.62 1.98 4
0.01311 90 1.22 0 0.403 7.249 21.9 8.6966 5 226 17.9 395.93 4.81 4
0.06588 0 2.46 0 0.488 7.765 83.3 2.741 3 193 17.8 395.56 7.56 4
0.09103 0 2.46 0 0.488 7.155 92.2 2.7006 3 193 17.8 394.12 4.82 4
0.10008 0 2.46 0 0.488 6.563 95.6 2.847 3 193 17.8 396.9 5.68 4
0.0837 45 3.44 0 0.437 7.185 38.9 4.5667 5 398 15.2 396.9 5.39 4
0.09068 45 3.44 0 0.437 6.951 21.5 6.4798 5 398 15.2 377.68 5.1 4
0.0315 95 1.47 0 0.403 6.975 15.3 7.6534 3 402 17 396.9 4.56 4
0.01778 95 1.47 0 0.403 7.135 13.9 7.6534 3 402 17 384.3 4.45 4
0.38214 0 6.2 0 0.504 8.04 86.5 3.2157 8 307 17.4 387.38 3.13 4
0.66351 20 3.97 0 0.647 7.333 100 1.8946 5 264 13 383.29 7.79 4
0.54011 20 3.97 0 0.647 7.203 81.8 2.1121 5 264 13 392.8 9.59 4
0.55007 20 3.97 0 0.647 7.206 91.6 1.9301 5 264 13 387.89 8.1 4
0.22188 20 6.96 1 0.464 7.691 51.8 4.3665 3 223 18.6 390.77 6.58 4
0.05644 40 6.41 1 0.447 6.758 32.9 4.0776 4 254 17.6 396.9 3.53 4
0.06127 40 6.41 1 0.447 6.826 27.6 4.8628 4 254 17.6 393.45 4.16 4
0.03705 20 3.33 0 0.4429 6.968 37.2 5.2447 5 216 14.9 392.23 4.59 4
0.00906 90 2.97 0 0.4 7.088 20.8 7.3073 1 285 15.3 394.72 7.85 4
0.07886 80 4.95 0 0.411 7.148 27.7 5.1167 4 245 19.2 396.9 3.56 4
0.1 34 6.09 0 0.433 6.982 17.7 5.4917 7 329 16.1 390.43 4.86 4
0.05515 33 2.18 0 0.472 7.236 41.1 4.022 7 222 18.4 393.68 6.93 4
0.07503 33 2.18 0 0.472 7.42 71.9 3.0992 7 222 18.4 396.9 6.47 4
0.01301 35 1.52 0 0.442 7.241 49.3 7.0379 1 284 15.5 394.74 5.49 4
0.08187 0 2.89 0 0.445 7.82 36.9 3.4952 2 276 18 393.53 3.57 5
1.22358 0 19.58 0 0.605 6.943 97.4 1.8773 5 403 14.7 363.43 4.59 5
1.46336 0 19.58 0 0.605 7.489 90.8 1.9709 5 403 14.7 374.43 1.73 5
1.83377 0 19.58 1 0.605 7.802 98.2 2.0407 5 403 14.7 389.61 1.92 5
1.51902 0 19.58 1 0.605 8.375 93.9 2.162 5 403 14.7 388.45 3.32 5
2.01019 0 19.58 0 0.605 7.929 96.2 2.0459 5 403 14.7 369.3 3.7 5
0.05602 0 2.46 0 0.488 7.831 53.6 3.1992 3 193 17.8 392.63 4.45 5
0.01381 80 0.46 0 0.422 7.875 32 5.6484 4 255 14.4 394.23 2.97 5
0.02177 82.5 2.03 0 0.415 7.61 15.7 6.27 2 348 14.7 395.38 3.11 5
0.02009 95 2.68 0 0.4161 8.034 31.9 5.118 4 224 14.7 390.55 2.88 5
0.31533 0 6.2 0 0.504 8.266 78.3 2.8944 8 307 17.4 385.05 4.14 5
0.52693 0 6.2 0 0.504 8.725 83 2.8944 8 307 17.4 382 4.63 5
0.33147 0 6.2 0 0.507 8.247 70.4 3.6519 8 307 17.4 378.95 3.95 5
0.36894 22 5.86 0 0.431 8.259 8.4 8.9067 7 330 19.1 396.9 3.54 5
0.01538 90 3.75 0 0.394 7.454 34.2 6.3361 3 244 15.9 386.34 3.11 5
0.61154 20 3.97 0 0.647 8.704 86.9 1.801 5 264 13 389.7 5.12 5
0.53412 20 3.97 0 0.647 7.52 89.4 2.1398 5 264 13 388.37 7.26 5
0.52014 20 3.97 0 0.647 8.398 91.5 2.2885 5 264 13 386.86 5.91 5
0.57834 20 3.97 0 0.575 8.297 67 2.4216 5 264 13 384.54 7.44 5
0.06129 20 3.33 1 0.4429 7.645 49.7 5.2119 5 216 14.9 377.07 3.01 5
0.01501 90 1.21 1 0.401 7.923 24.8 5.885 1 198 13.6 395.52 3.16 5
5.66998 0 18.1 1 0.631 6.683 96.8 1.3567 24 666 20.2 375.33 3.73 5
6.53876 0 18.1 1 0.631 7.016 97.5 1.2024 24 666 20.2 392.05 2.96 5
9.2323 0 18.1 0 0.631 6.216 100 1.1691 24 666 20.2 366.15 9.53 5
